brand,carname,salesranking,launchedinput,movrating,heroimage,heroimagename,grayimage,grayname,bodytype,subbodytype,active,redimage,redname,blueimage,blueimagename,blackimage,blackimagename,greenimage,greenimagename,creamimage,creamimagename,brownimage,brownimagename,yellowimage,yellowimagename,purpleimage,purpleimagename,whiteimage,whitename,seater,fueltype,transmissiontype,NCAP,upcoming,itext,carbrowsher,pro,cons,asliheader1,aslisummary1,engineh1,engineh2,enginesummary1,engineauto1,engineimt1,enginemanual1,engineh2a,engineh21,enginesummary2,engineauto2,engineimt2,enginemanual2,engineh3,engineh31,enginesummary3,engineauto3,engineimt3,enginemanual3,engineh4,engineh41,enginesummary4,engineauto4,engineimt4,enginemanual4,standard,extended,Service,keyF1,keyF1text,keyF2,keyF2text,keyF3,keyF3text,keyF4,keyF4text,keyF5,keyF5text,keyF6,keyF6text,keyF7,keyF7text,keyF8,keyF8text,keyF9,keyF9text,keyF10,keyF10text,keyF11,keyF11text,keyF12,keyF12text,keyF13,keyF13text,keyF14,keyF14text,keyF15,keyF15text,keyF16,keyF16text,keyF17,keyF17text,keyF18,keyF18text,keyF19,keyF19text,keyF20,keyF20text,spaceC1,spaceC1text,spaceC2,spaceC2text,spaceC3,spaceC3text,spaceC4,spaceC4text,spaceC5,spaceC5text,spaceC6,spaceC6text,spaceC7,spaceC7text,spaceC8,spaceC8text,spaceC9,spaceC9text,spaceC10,spaceC10text,spaceC11,spaceC11text,spaceC12,spaceC12text,spaceC13,spaceC13text,spaceC14,spaceC14text,spaceC15,spaceC15text,spaceC16,spaceC16text,spaceC17,spaceC17text,spaceC18,spaceC18text,spaceC19,spaceC19text,spaceC20,spaceC20text,storageC1,storageC1text,storageC2,storageC2text,storageC3,storageC3text,storageC4,storageC4text,storageC5,storageC5text,storageC6,storageC6text,storageC7,storageC7text,storageC8,storageC8text,storageC9,storageC9text,storageC10,storageC10text,storageC11,storageC11text,storageC12,storageC12text,storageC13,storageC13text,storageC14,storageC14text,storageC15,storageC15text,storageC16,storageC16text,storageC17,storageC17text,storageC18,storageC18text,storageC19,storageC19text,storageC20,storageC20text,
662526a41dc6cd46bdca6abc,Bolero,Updated,2021,4.2,,,,,SUV,SUB-COMPACT,true,,,,,,,,,,,,,,,,,,,<ul><li>7</li></ul>,<ul><li>Diesel</li></ul>,<ul><li>Manual</li></ul>,NA,false,<ul><li>DRIVING DYNAMICS- 3.7</li><li>MILEAGE- 4.1</li><li>RIDE & COMFORT4.3</li><li>RESALE- 3.3</li><li>SERVICE COST- 3.9</li></ul>,,<ul><li>Clear choice for daily rough use</li><li> great value for money car</li><li> extremely low maintenance</li></ul>,<ul><li>Fit and Finish is not that great</li><li> Severe lack of modern features</li><li> lack of performance leaves you wanting for more on the highway</li><li> Lacks modern day safety</li></ul>,662526a41dc6cd46bdca6abc Bolero,,1.5 Litre Diesel,Best for enthusiasts,"<pre class=""ql-syntax"" spellcheck=""false"">Powerful with great low end torque. Decent fuel efficency but can be a great highway crusier and city car too with it's automatic gearbox</pre><p><br></p>",,,"75 Bhp, 210 Nm, 5-Speed",,,,,,,,,,,,,,,,,,,"3 Years / 1,00,000 Kms","7 Year / 1,50,000 Kms","5,000 Kms / 6 Months",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662526a41dc6cd46bdca6abc,Bolero Neo,Updated,2021,3.8,,,,,SUV,SUB-COMPACT,true,,,,,,,,,,,,,,,,,,,<ul><li>7</li></ul>,<ul><li>Diesel</li></ul>,<ul><li>Manual</li></ul>,NA,false,<ul><li>DRIVING DYNAMICS- 3.8</li><li>MILEAGE- 4.5</li><li>RIDE & COMFORT4.4</li><li>RESALE- 3.5</li><li>SERVICE COST- 4.4</li></ul>,,<ul><li>Roomy cabin</li><li> 1st and 2nd row row seat are spacious</li><li> 1.5L diesel offers excellent urban driveability & fuel economy</li><li> can tackle rough roads with easy</li></ul>,<ul><li>Steering is on the heavier side at parking / low speeds</li><li> Some important features missing (climate control</li><li> Android Auto / Apple CarPlay</li><li> rear a/c vents</li><li> good speakers</li><li> auto-dimming IRVM etc.). No automatic variant</li><li> Ride quality bouncy and cumbersome for city use over speed brakes and potholes</li></ul>,662526a41dc6cd46bdca6abc Bolero Neo,,1.5 Litre Diesel,Best for city driving,"<pre class=""ql-syntax"" spellcheck=""false"">engine is suitable for individuals that drive a lot and have constant highway commuting</pre><p><br></p>",,,"100 Bhp, 260 Nm, 5-Speed",,,,,,,,,,,,,,,,,,,"3 Years / 1,00,000 Kms","7 Year / 1,50,000 Kms","5,000 Kms / 6 Months",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662526a41dc6cd46bdca6abc,Marazzo,Updated,2020,4.2,,,,,MPV,MID-LEVEL,true,,,,,,,,,,,,,,,,,,,<ul><li>7</li><li>8</li></ul>,<ul><li>Diesel</li></ul>,<ul><li>Manual</li></ul>,4,false,<ul><li>DRIVING DYNAMICS- 3.5</li><li>MILEAGE- 3.8</li><li>RIDE & COMFORT4.1</li><li>RESALE- 4.8</li><li>SERVICE COST- 4.0</li></ul>,,<ul><li>good driving dynamics even the 3rd-row seating is comfortable</li><li>  clutch and gear shifts are very light and smooth</li><li> can go on bad road with ease</li></ul>,<ul><li>Looks dated and a bit expensive for what it is offering</li><li> cheap plastics all around in the storage space</li><li> handbrake</li><li> steering column and door pads</li></ul>,662526a41dc6cd46bdca6abc Marazzo,,1.5 Litre Diesel,An allrounder,"<pre class=""ql-syntax"" spellcheck=""false"">Great motor with good performance and fun to drive.</pre><p><br></p>",,,"121 Bhp, 300 Nm, 6-Speed",,,,,,,,,,,,,,,,,,,"3 Years / 1,00,000 Kms","5 Years / 1,50,000 Kms","5,000 Kms / 6 Months",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662526a41dc6cd46bdca6abc,Scorpio,Updated,2022,3.8,,,,,SUV,COMPACT 6/7 SEATER,true,,,,,,,,,,,,,,,,,,,<ul><li>7</li><li>9</li></ul>,<ul><li>Diesel</li></ul>,<ul><li>Manual</li></ul>,NA,false,<ul><li>DRIVING DYNAMICS- 3.6</li><li>MILEAGE- 3.9</li><li>RIDE & COMFORT4.2</li><li>RESALE- 3.9</li><li>SERVICE COST- 3.7</li></ul>,,<ul><li>Rugged SUV and strongly built</li><li> Refined engine and transmission</li><li> Multiple seating capacity options as per need</li><li> Good resale value.</li></ul>,<ul><li>Lower trim comes with bare minimum features</li><li> The price difference between the 2 variant is huge and doesn't justify the price.</li></ul>,662526a41dc6cd46bdca6abc Scorpio,,2.2 Litre Diesel,An allrounder,"<pre class=""ql-syntax"" spellcheck=""false"">Great motor with good performance and fun to drive.</pre><p><br></p>",,,"130 Bhp, 300 Nm, 6-Speed",,,,,,,,,,,,,,,,,,,"2 Year / 75,000 Kms","7 Year / 1,50,000 Kms","5,000 Kms / 6 Months",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662526a41dc6cd46bdca6abc,Scorpio-N,Launched,2022,4.2,,,,,SUV,COMPACT 6/7 SEATER,true,,,,,,,,,,,,,,,,,,,<ul><li>6</li><li>7</li></ul>,<ul><li>Petrol</li><li>Diesel</li></ul>,<ul><li>Manual</li><li>AT</li></ul>,5,false,<ul><li>DRIVING DYNAMICS- 3.7</li><li>MILEAGE- 4.1</li><li>RIDE & COMFORT4.3</li><li>RESALE- 3.3</li><li>SERVICE COST- 3.9</li></ul>,,<ul><li>Strong build with 5-star G-NCAP rating</li><li> Great suspension</li><li> Silent</li><li> powerful and refined engine</li><li> Great all-round visibility</li><li> smooth automatic gearbox options</li></ul>,<ul><li>Turbo petrol fuel economy is not good</li><li> 4WD and drive modes not available in petrol variants</li><li> 3 row is cramped</li></ul>,662526a41dc6cd46bdca6abc Scorpio-N,,2 Litre Petrol,Best for those seeking mileage,"<pre class=""ql-syntax"" spellcheck=""false"">engine is best used for sedate and smooth driving. Its does not like harsh acceleration and has bad NVH levels further up the rev range</pre><p><br></p>","200 Bhp, 370 Nm, 6-Speed",,"200 Bhp, 370 Nm, 6-Speed","2.2 Litre	Diesel",Best for those seeking mileage,"<pre class=""ql-syntax"" spellcheck=""false"">engine is best used for sedate and smooth driving. Its does not like harsh acceleration and has bad NVH levels further up the rev range</pre><p><br></p>","172 Bhp, 370 Nm, 6-Speed",,"172 Bhp, 370 Nm, 6-Speed",,,,,,,,,,,,,"2 Year / 75,000 Kms","7 Year / 1,50,000 Kms","5,000 Kms / 6 Months",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662526a41dc6cd46bdca6abc,Thar,Updated,2023,3.8,,,,,SUV,OFF-ROAD,true,,,,,,,,,,,,,,,,,,,<ul><li>4</li></ul>,<ul><li>Petrol</li><li>Diesel</li></ul>,<ul><li>Manual</li><li>AT</li></ul>,4,false,<ul><li>DRIVING DYNAMICS- 3.8</li><li>MILEAGE- 4.5</li><li>RIDE & COMFORT4.4</li><li>RESALE- 3.5</li><li>SERVICE COST- 4.4</li></ul>,,<ul><li>Clear option for those wanting a lifestyle SUV</li><li> Powerful engine options</li><li> Brilliant off-road capability</li><li> Smooth automatic transmission makes it easy for the city</li></ul>,<ul><li>Not a practical car for family</li><li> Very small boot-space</li><li> NVH levels for highway speeds can be a issue</li><li> petrol engine mileage is very poor</li></ul>,662526a41dc6cd46bdca6abc Thar,,1.5 Litre Diesel,Best for enthusiasts,"<pre class=""ql-syntax"" spellcheck=""false"">Powerful with great low end torque. Decent fuel efficency but can be a great highway crusier and city car too with it's automatic gearbox</pre><p><br></p>",,,"117 Bhp, 300 Nm, 6-Speed",2 Litre Petrol,Best for enthusiasts,"<pre class=""ql-syntax"" spellcheck=""false"">Powerful with great low end torque. Decent fuel efficency but can be a great highway crusier and city car too with it's automatic gearbox</pre><p><br></p>","150 Bhp, 320 Nm, 6-Speed",,"150 Bhp, 320 Nm, 6-Speed",2.2 Litre Diesel,Best for enthusiasts,"<pre class=""ql-syntax"" spellcheck=""false"">Powerful with great low end torque. Decent fuel efficency but can be a great highway crusier and city car too with it's automatic gearbox</pre><p><br></p>","130 Bhp, 300 Nm, 6-Speed",,"130 Bhp, 300 Nm, 6-Speed",,,,,,,"2 Years / 1,00,000 Kms","5 Years / 1,50,000 Kms","5,000 Kms / 6 Months",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662526a41dc6cd46bdca6abc,XUV 300,Launched,2019,4.2,,,,,SUV,SUB-COMPACT,true,,,,,,,,,,,,,,,,,,,<ul><li>5</li></ul>,<ul><li>Petrol</li><li>Diesel</li></ul>,<ul><li>Manual</li><li>AMT</li></ul>,5,false,<ul><li>DRIVING DYNAMICS- 3.5</li><li>MILEAGE- 3.8</li><li>RIDE & COMFORT4.1</li><li>RESALE- 4.8</li><li>SERVICE COST- 4.0</li></ul>,,<ul><li>Performance packed car with very powerful engine options</li><li> 5-stars in G-NCAP rating</li><li> Spacious cabin suitable for 5 adults</li><li> good AMT gearboxes for daily use</li></ul>,<ul><li>Smallest boot-space in the segment</li><li> Features are very less compared to the rivals</li><li> Dated look to the interior</li><li> Audio system is one of the poorest in the segment.</li></ul>,662526a41dc6cd46bdca6abc XUV 300,,1.2 Litre Petrol,Best for city driving,"<pre class=""ql-syntax"" spellcheck=""false"">engine is suitable for individuals that drive a lot and have constant highway commuting</pre><p><br></p>","109 Bhp, 200 Nm, 6-Speed",,"109 Bhp, 200 Nm, 6-Speed",1.5 Litre Diesel,Best for city driving,"<pre class=""ql-syntax"" spellcheck=""false"">engine is suitable for individuals that drive a lot and have constant highway commuting</pre><p><br></p>","115 Bhp, 300 Nm, 6-Speed",,"115 Bhp, 300 Nm, 6-Speed",,,,,,,,,,,,,"3 Years / 1,00,000 Kms","5 Years / 1,50,000 Kms","5,000 Kms / 6 Months",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662526a41dc6cd46bdca6abc,XUV 300 Turbo sport,Launched,2022,3.8,,,,,SUV,SUB-COMPACT,true,,,,,,,,,,,,,,,,,,,<ul><li>5</li></ul>,<ul><li>Petrol</li></ul>,<ul><li>Manual</li></ul>,5,false,<ul><li>DRIVING DYNAMICS- 3.6</li><li>MILEAGE- 3.9</li><li>RIDE & COMFORT4.2</li><li>RESALE- 3.9</li><li>SERVICE COST- 3.7</li></ul>,,<ul><li>Performance packed car with very powerful engine options</li><li> 5-stars in G-NCAP rating</li><li> Spacious cabin suitable for 5 adults</li><li> good AMT gearboxes for daily use</li></ul>,<ul><li>Smallest boot-space in the segment</li><li> Features are very less compared to the rivals</li><li> Dated look to the interior</li><li> Audio system is one of the poorest in the segment.</li></ul>,662526a41dc6cd46bdca6abc XUV 300 Turbo sport,,1.2 Litre Turbo Petrol,An allrounder,"<pre class=""ql-syntax"" spellcheck=""false"">Great motor with good performance and fun to drive.</pre><p><br></p>",,,"129 Bhp, 230 Nm, 6-Speed",,,,,,,,,,,,,,,,,,,"3 Years / 1,00,000 Kms","5 Years / 1,50,000 Kms","5,000 Kms / 6 Months",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662526a41dc6cd46bdca6abc,XUV400,Updated,2024,4.2,,,,,SUV,SUB-COMPACT ELECTRIC,true,,,,,,,,,,,,,,,,,,,<ul><li>5</li></ul>,<ul><li>Electric</li></ul>,<ul><li>Automatic</li></ul>,5,false,<ul><li>DRIVING DYNAMICS- 3.7</li><li>MILEAGE- 4.1</li><li>RIDE & COMFORT4.3</li><li>RESALE- 3.3</li><li>SERVICE COST- 3.9</li></ul>,,<ul><li>Powerful motor</li><li> Spacious cabin with good bootspace</li><li> Comforable suspension.</li></ul>,<ul><li>Battery range is very decent</li><li> features are less compared to compitatiors and can be improved.</li></ul>,662526a41dc6cd46bdca6abc XUV400,,34.5 kWh Electric,Best for those seeking mileage,"<pre class=""ql-syntax"" spellcheck=""false"">engine is best used for sedate and smooth driving. Its does not like harsh acceleration and has bad NVH levels further up the rev range</pre><p><br></p>","148 Bhp, 310 Nm, NA",,,39.4 kWh Electric,Best for those seeking mileage,"<pre class=""ql-syntax"" spellcheck=""false"">engine is best used for sedate and smooth driving. Its does not like harsh acceleration and has bad NVH levels further up the rev range</pre><p><br></p>","148 Bhp, 310 Nm, NA",,,,,,,,,,,,,,,3 Years / Unlimited Kms,"5 Years / 1,50,000 Kms","5,000 Kms / 6 Months",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662526a41dc6cd46bdca6abc,XUV700,Launched,2021,3.8,,,,,SUV,COMPACT 6/7 SEATER,true,,,,,,,,,,,,,,,,,,,<ul><li>5</li><li>6</li><li>7</li></ul>,<ul><li>Petrol</li><li>Diesel</li></ul>,<ul><li>Manual</li><li>AT</li></ul>,5,false,<ul><li>DRIVING DYNAMICS- 3.8</li><li>MILEAGE- 4.5</li><li>RIDE & COMFORT4.4</li><li>RESALE- 3.5</li><li>SERVICE COST- 4.4</li></ul>,,<ul><li>5-star G-NCAP rating</li><li> Multiple powertrain options available with AWD option as well</li><li> Good road presence and highway capability</li><li> ADAS adds convenience</li></ul>,<ul><li>Fuel efficiency of turbo- petrol engine is low</li><li> Ventilated seats not available at this price it should have been included</li><li> 2nd row cannot be adjusted for knee room and makes ingress egress tough for 3rd row</li></ul>,662526a41dc6cd46bdca6abc XUV 700,,2 Litre Petrol,Best for enthusiasts,"<pre class=""ql-syntax"" spellcheck=""false"">Powerful with great low end torque. Decent fuel efficency but can be a great highway crusier and city car too with it's automatic gearbox</pre><p><br></p>","197 Bhp, 380 Nm, 6-Speed",,"197 Bhp, 380 Nm, 6-Speed",2.2 Litre Diesel,Best for enthusiasts,"<pre class=""ql-syntax"" spellcheck=""false"">Powerful with great low end torque. Decent fuel efficency but can be a great highway crusier and city car too with it's automatic gearbox</pre><p><br></p>",,,"153 Bhp, 360 Nm, 6-Speed",2.2 Litre Diesel,Best for enthusiasts,"<pre class=""ql-syntax"" spellcheck=""false"">Powerful with great low end torque. Decent fuel efficency but can be a great highway crusier and city car too with it's automatic gearbox</pre><p><br></p>","182 Bhp, 450 Nm, 6-Speed",,"182 Bhp, 420 Nm, 6-Speed",,,,,,,3 Years / Unlimited Kms,"5 Years / 1,50,000 Kms","5,000 Kms / 6 Months",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662526a41dc6cd46bdca6abe,Carens,Updated,2023,4.2,,,,,MPV,MID-LEVEL,true,,,,,,,,,,,,,,,,,,,<ul><li>6</li><li>7</li></ul>,<ul><li>Petrol</li><li>Diesel</li></ul>,<ul><li>Manual</li><li>AT</li><li>iMT</li><li>DCT</li></ul>,3,false,<ul><li>DRIVING DYNAMICS- 3.5</li><li>MILEAGE- 3.8</li><li>RIDE & COMFORT4.1</li><li>RESALE- 4.8</li><li>SERVICE COST- 4.0</li></ul>,,<ul><li>Good 3rd row space</li><li> Multiple powertrain options</li><li> Good ride quality with comfort in the third row as well</li><li> Great overall visibility from the large glass area around the cabin</li></ul>,<ul><li>Low 3-star G-NCAP rating in safety</li><li>  Underwhelming performance with the 1.5L petrol engine</li><li> Parking can be an issue due to the size of the car</li></ul>,662526a41dc6cd46bdca6abe Carens,,1.5 Litre Petrol,Best for city driving,"<pre class=""ql-syntax"" spellcheck=""false"">engine is suitable for individuals that drive a lot and have constant highway commuting</pre><p><br></p>",,,"115 Bhp, 144 Nm, 6-Speed",1.5 Litre Turbo Petrol,Best for city driving,"<pre class=""ql-syntax"" spellcheck=""false"">engine is suitable for individuals that drive a lot and have constant highway commuting</pre><p><br></p>","157 Bhp, 253 Nm, 7-Speed","157 Bhp, 253 Nm, 6-Speed",,1.5 Litre Diesel,Best for city driving,"<pre class=""ql-syntax"" spellcheck=""false"">engine is suitable for individuals that drive a lot and have constant highway commuting</pre><p><br></p>","115 Bhp, 250 Nm, 6-Speed","115 Bhp, 250 Nm, 6-Speed",,,,,,,,3 Years / Unlimited Kms,5 Years / Unlimited Kms,"10,000 Kms / 12 Months",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662526a41dc6cd46bdca6abe,EV6,Launched,2022,3.8,,,,,SUV,COMPACT ELECTRIC,true,,,,,,,,,,,,,,,,,,,<ul><li>5</li></ul>,<ul><li>Electric</li></ul>,<ul><li>Automatic</li></ul>,5,false,<ul><li>DRIVING DYNAMICS- 3.6</li><li>MILEAGE- 3.9</li><li>RIDE & COMFORT4.2</li><li>RESALE- 3.9</li><li>SERVICE COST- 3.7</li></ul>,,<ul><li>The EV looks sleek owing to the design</li><li> Negligible body roll</li><li> sporty performance</li></ul>,<ul><li>Really expensive as it is a CBU</li><li> Lack of fast charging infrastructure that this car is capable of dampe's the experience</li></ul>,662526a41dc6cd46bdca6abe EV6,,"77.4 kWh	Electric",An allrounder,"<pre class=""ql-syntax"" spellcheck=""false"">Great motor with good performance and fun to drive.</pre><p><br></p>","226 Bhp, 350 Nm, NA",,,"77.4 kWh	Electric AWD",An allrounder,"<pre class=""ql-syntax"" spellcheck=""false"">Great motor with good performance and fun to drive.</pre><p><br></p>","320 Bhp, 605 Nm, NA",,,,,,,,,,,,,,,5 Years / Unlimited Kms,5 Years / Unlimited Kms,"5,000 Kms / 12 Months",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662526a41dc6cd46bdca6abe,Seltos,Updated,2023,4.2,,,,,SUV,COMPACT,true,,,,,,,,,,,,,,,,,,,<ul><li>5</li></ul>,<ul><li>Petrol</li><li>Diesel</li></ul>,<ul><li>Manual</li><li>AT</li><li>iMT</li><li>DCT</li></ul>,3,false,<ul><li>DRIVING DYNAMICS- 3.7</li><li>MILEAGE- 4.1</li><li>RIDE & COMFORT4.3</li><li>RESALE- 3.3</li><li>SERVICE COST- 3.9</li></ul>,,<ul><li>Loaded with a lot of features</li><li> Multiple powertrain options</li><li> Stylish looks with premium interiors</li><li> Spacious cabin with good bootspace.</li></ul>,<ul><li>Limited powetrain option in top trims</li><li> Slightly stiffer suspentions.</li></ul>,662526a41dc6cd46bdca6abe Seltos,,1.5 Litre Petrol,An allrounder,"<pre class=""ql-syntax"" spellcheck=""false"">Great motor with good performance and fun to drive.</pre><p><br></p>","113 Bhp, 144 Nm, NA",,"113 Bhp, 144 Nm, 6-Speed",1.5 Litre Turbo Petrol,An allrounder,"<pre class=""ql-syntax"" spellcheck=""false"">Great motor with good performance and fun to drive.</pre><p><br></p>","158 Bhp, 253 Nm, 7-Speed","158 Bhp, 253 Nm, 6-Speed",,1.5 Litre Diesel,An allrounder,"<pre class=""ql-syntax"" spellcheck=""false"">Great motor with good performance and fun to drive.</pre><p><br></p>","114 Bhp, 250 Nm, 6-Speed","114 Bhp, 250 Nm, 6-Speed",,,,,,,,3 Years / Unlimited Kms,5 Years / Unlimited Kms,"10,000 Kms / 12 Months",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662526a41dc6cd46bdca6abe,Sonet,Updated,2024,3.8,,,,,SUV,SUB-COMPACT,true,,,,,,,,,,,,,,,,,,,<ul><li>5</li></ul>,<ul><li>Petrol</li><li>Diesel</li></ul>,<ul><li>Manual</li><li>AT</li><li>iMT</li><li>DCT</li></ul>,NA,false,<ul><li>DRIVING DYNAMICS- 3.8</li><li>MILEAGE- 4.5</li><li>RIDE & COMFORT4.4</li><li>RESALE- 3.5</li><li>SERVICE COST- 4.4</li></ul>,,<ul><li>Multiple powertrain options in Petrol and Diesel</li><li> Loaded with a lot of features like ADAS(Level-1)</li><li> 360 Degree camera</li><li> Ventilated seats</li><li> etc.</li><li> Stylish looks with premium interiors.</li></ul>,<ul><li>Cabin space is a little compact for 5 peoples</li><li> Slightly stiffer suspension</li><li> Limited powertrain option for top trims.</li></ul>,662526a41dc6cd46bdca6abe Sonet,,1.2 Litre Petrol,Best for those seeking mileage,"<pre class=""ql-syntax"" spellcheck=""false"">engine is best used for sedate and smooth driving. Its does not like harsh acceleration and has bad NVH levels further up the rev range</pre><p><br></p>","82 Bhp, 115 Nm, 5-Speed",,,1 litre Turbo Petrol,Best for those seeking mileage,"<pre class=""ql-syntax"" spellcheck=""false"">engine is best used for sedate and smooth driving. Its does not like harsh acceleration and has bad NVH levels further up the rev range</pre><p><br></p>","118 Bhp, 172 Nm, 7-Speed","118 Bhp, 172 Nm, 6-Speed",,1.5 Litre Diesel,Best for those seeking mileage,"<pre class=""ql-syntax"" spellcheck=""false"">engine is best used for sedate and smooth driving. Its does not like harsh acceleration and has bad NVH levels further up the rev range</pre><p><br></p>","114 Bhp, 250 Nm, 6-Speed","114 Bhp, 250 Nm, 6-Speed","114 Bhp, 250 Nm, 6-Speed",,,,,,,3 Years / Unlimited Kms,5 Years / Unlimited Kms,"10,000 Kms / 12 Months",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662526a41dc6cd46bdca6ac0,Camry,Launched,2019,4.2,,,,,Sedan,ENTRY LEVEL LUXURY,true,,,,,,,,,,,,,,,,,,,<ul><li>7</li></ul>,<ul><li>Hybrid</li></ul>,<ul><li>CVT</li></ul>,5,false,<ul><li>DRIVING DYNAMICS- 3.5</li><li>MILEAGE- 3.8</li><li>RIDE & COMFORT4.1</li><li>RESALE- 4.8</li><li>SERVICE COST- 4.0</li></ul>,,<ul><li>Comfortable and supportive seats</li><li> roomy</li><li> good quality cabin materials</li><li> Amazing rear seat comfort and features in the second row that make a chauffeur driven experience better</li></ul>,<ul><li>The dashboard feels outdated only to accommodate the screen</li><li> Plenty of hard plastics in the interior</li><li> Not a value-for-money car</li><li> </li></ul>,662526a41dc6cd46bdca6ac0 Camry,,2.5 Litre Hybrid (Petrol+Electric),Best for enthusiasts,"<pre class=""ql-syntax"" spellcheck=""false"">Powerful with great low end torque. Decent fuel efficency but can be a great highway crusier and city car too with it's automatic gearbox</pre><p><br></p>","176 Bhp, 221 Nm, NA",,,,,,,,,,,,,,,,,,,,,"3 Years / 1,00,000 Kms","5 Years / 2,20,000 Kms","5,000 Kms / 6 Months",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
